Original,Tokenized
haahhahahha!,haahhahahhaomega_ts!omega_ts
bolano!,bolanoomega_ts!omega_ts
ne vem al se tole sam men zdi primitivno pisemce za otroke al temu dejansko kdo vrjame?,neomega_tsvemomega_tsalomega_tsseomega_tstoleomega_tssamomega_tsmenomega_tszdiomega_tsprimitivnoomega_tspisemceomega_tszaomega_tsotrokeomega_tsalomega_tstemuomega_tsdejanskoomega_tskdoomega_tsvrjameomega_ts?omega_ts
"Ja, tega se tudi jaz bojim...","Jaomega_ts,omega_tstegaomega_tsseomega_tstudiomega_tsjazomega_tsbojimomega_ts...omega_ts"
malo svežega vetra ..,maloomega_tssvežegaomega_tsvetraomega_ts..omega_ts
lepo ..,lepoomega_ts..omega_ts
@Nelly_Fox @Makarenca Moj tud včasih čez dan to dela.,@Nelly_Foxomega_ts@Makarencaomega_tsMojomega_tstudomega_tsvčasihomega_tsčezomega_tsdanomega_tstoomega_tsdelaomega_ts.omega_ts
"Po eni uri ga ven vzamam in rečem ok, ne boš spal, ampak to bo potem tvoj problem.","Poomega_tseniomega_tsuriomega_tsgaomega_tsvenomega_tsvzamamomega_tsinomega_tsrečemomega_tsokomega_ts,omega_tsneomega_tsbošomega_tsspalomega_ts,omega_tsampakomega_tstoomega_tsboomega_tspotemomega_tstvojomega_tsproblemomega_ts.omega_ts"
@IrenaSirena Hehe.,@IrenaSirenaomega_tsHeheomega_ts.omega_ts
"Jaz sem nad Googlom obupal, ko mi je na Picasi izginilo pol fotk.","Jazomega_tssemomega_tsnadomega_tsGooglomomega_tsobupalomega_ts,omega_tskoomega_tsmiomega_tsjeomega_tsnaomega_tsPicasiomega_tsizginiloomega_tspolomega_tsfotkomega_ts.omega_ts"
"Čez poletje bom ukinil še gmail in čao, kekci!","Čezomega_tspoletjeomega_tsbomomega_tsukinilomega_tsšeomega_tsgmailomega_tsinomega_tsčaoomega_ts,omega_tskekciomega_ts!omega_ts"
Robben miri fante.,Robbenomega_tsmiriomega_tsfanteomega_ts.omega_ts
"""Tko bom zasimuliru, da bo sodnik dal penal, skloftal unga, k me ja kao spotaknu in plesal z delegatom.","""omega_tsTkoomega_tsbomomega_tszasimuliruomega_ts,omega_tsdaomega_tsboomega_tssodnikomega_tsdalomega_tspenalomega_ts,omega_tsskloftalomega_tsungaomega_ts,omega_tskomega_tsmeomega_tsjaomega_tskaoomega_tsspotaknuomega_tsinomega_tsplesalomega_tszomega_tsdelegatomomega_ts.omega_ts"
#yolo,#yoloomega_ts
"@tayaofficial priznam je bilo mucno uspavanje danes, se pozna ce je clovek bolan in je cel dan zaprt doma,tud jst bi bla zoprna:)","@tayaofficialomega_tspriznamomega_tsjeomega_tsbiloomega_tsmucnoomega_tsuspavanjeomega_tsdanesomega_ts,omega_tsseomega_tspoznaomega_tsceomega_tsjeomega_tsclovekomega_tsbolanomega_tsinomega_tsjeomega_tscelomega_tsdanomega_tszaprtomega_tsdomaomega_ts,omega_tstudomega_tsjstomega_tsbiomega_tsblaomega_tszoprnaomega_ts:)omega_ts"
mirno noc,mirnoomega_tsnocomega_ts
"@Matino667 Tviter, prjatu, tviter.","@Matino667omega_tsTviteromega_ts,omega_tsprjatuomega_ts,omega_tstviteromega_ts.omega_ts"
Tko je.,Tkoomega_tsjeomega_ts.omega_ts
"Jst sem blokiral celo Erlahovo žlahto, pa vem, da je spisal novo pesem.","Jstomega_tssemomega_tsblokiralomega_tsceloomega_tsErlahovoomega_tsžlahtoomega_ts,omega_tspaomega_tsvemomega_ts,omega_tsdaomega_tsjeomega_tsspisalomega_tsnovoomega_tspesemomega_ts.omega_ts"
:) @KatarinaJenko,:)omega_ts@KatarinaJenkoomega_ts
cinik..,cinikomega_ts..omega_ts
še teb lahk napišem..,šeomega_tstebomega_tslahkomega_tsnapišemomega_ts..omega_ts
"si ti prava oseba,da bo komu kaj tazga očital..","siomega_tstiomega_tspravaomega_tsosebaomega_ts,omega_tsdaomega_tsboomega_tskomuomega_tskajomega_tstazgaomega_tsočitalomega_ts..omega_ts"
"se ne bereš model tolk pomladi,k šteješ..","seomega_tsneomega_tsberešomega_tsmodelomega_tstolkomega_tspomladiomega_ts,omega_tskomega_tsšteješomega_ts..omega_ts"
pa včasih take pišeš.,paomega_tsvčasihomega_tstakeomega_tspišešomega_ts.omega_ts
"limaš,trdiš in vračaš kontra komu...","limašomega_ts,omega_tstrdišomega_tsinomega_tsvračašomega_tskontraomega_tskomuomega_ts...omega_ts"
in pol imaš še obraz kaj tazga komu očitat.,inomega_tspolomega_tsimašomega_tsšeomega_tsobrazomega_tskajomega_tstazgaomega_tskomuomega_tsočitatomega_ts.omega_ts
ma bejž no bejž starina...,maomega_tsbejžomega_tsnoomega_tsbejžomega_tsstarinaomega_ts...omega_ts
"@friedcell star bug, ampak ker ne proizvajajo tega vec, in za home userje = good enough, se s tem ne da nobenmu vec ukvarjat...","@friedcellomega_tsstaromega_tsbugomega_ts,omega_tsampakomega_tskeromega_tsneomega_tsproizvajajoomega_tstegaomega_tsvecomega_ts,omega_tsinomega_tszaomega_tshomeomega_tsuserjeomega_ts=omega_tsgoodomega_tsenoughomega_ts,omega_tsseomega_tssomega_tstemomega_tsneomega_tsdaomega_tsnobenmuomega_tsvecomega_tsukvarjatomega_ts...omega_ts"
nazalost:/,nazalostomega_ts:/omega_ts
"@Denarju he he, si zaključila zanko :P ...","@Denarjuomega_tsheomega_tsheomega_ts,omega_tssiomega_tszaključilaomega_tszankoomega_ts:Pomega_ts...omega_ts"
"kaj pa vem, psihopat prepozna psihopata.","kajomega_tspaomega_tsvemomega_ts,omega_tspsihopatomega_tsprepoznaomega_tspsihopataomega_ts.omega_ts"
Skoraj da ni presenečenega psihopata :P @Hribar13,Skoraj daomega_tsniomega_tspresenečenegaomega_tspsihopataomega_ts:Pomega_ts@Hribar13omega_ts
Kobilc na literaeni pa le pejd!,Kobilcomega_tsnaomega_tsliteraeniomega_tspaomega_tsleomega_tspejdomega_ts!omega_ts
Saj neumnosti na internetu bo še dovolj.,Sajomega_tsneumnostiomega_tsnaomega_tsinternetuomega_tsboomega_tsšeomega_tsdovoljomega_ts.omega_ts
rad bi proizvedel nekaj vodika z elektrolizo,radomega_tsbiomega_tsproizvedelomega_tsnekajomega_tsvodikaomega_tszomega_tselektrolizoomega_ts
zanima me koliko se to splača in kakšne elektrode je najbolje uporabiti,zanimaomega_tsmeomega_tskolikoomega_tsseomega_tstoomega_tssplačaomega_tsinomega_tskakšneomega_tselektrodeomega_tsjeomega_tsnajboljeomega_tsuporabitiomega_ts
edino pravilno je naredila vsaka ji čast,edinoomega_tspravilnoomega_tsjeomega_tsnaredilaomega_tsvsakaomega_tsjiomega_tsčastomega_ts
"@schoo666 med tem ko s tem ta hudim asusom traja par sekund dlje, ravno tolk da javijo vsi appi da ni connectiona potem pa morm refreshat..","@schoo666omega_tsmed temomega_tskoomega_tssomega_tstemomega_tstaomega_tshudimomega_tsasusomomega_tstrajaomega_tsparomega_tssekundomega_tsdljeomega_ts,omega_tsravnoomega_tstolkomega_tsdaomega_tsjavijoomega_tsvsiomega_tsappiomega_tsdaomega_tsniomega_tsconnectionaomega_tspotemomega_tspaomega_tsmormomega_tsrefreshatomega_ts..omega_ts"
hehe dankešun enako vedno mi lah zaupaš to veš :)**,heheomega_tsdankešunomega_tsenakoomega_tsvednoomega_tsmiomega_tslahomega_tszaupašomega_tstoomega_tsvešomega_ts:)**omega_ts
+ malecka mam k ne re spremenit na moje kr sm p http://t.co/a6QNr2HdAB,+omega_tsmaleckaomega_tsmamomega_tskomega_tsneomega_tsreomega_tsspremenitomega_tsnaomega_tsmojeomega_tskromega_tssmomega_tspomega_tshttp://t.co/a6QNr2HdABomega_ts
"Pošljem povpraševanje za paragliding pa mi tko simpatično odgovorijo, da bom že zarad tega mogla nehat bit prpa pa it :))","Pošljemomega_tspovpraševanjeomega_tszaomega_tsparaglidingomega_tspaomega_tsmiomega_tstkoomega_tssimpatičnoomega_tsodgovorijoomega_ts,omega_tsdaomega_tsbomomega_tsžeomega_tszaradomega_tstegaomega_tsmoglaomega_tsnehatomega_tsbitomega_tsprpaomega_tspaomega_tsitomega_ts:))omega_ts"
"Ej a če bi imeu elektrone pa protone pa nevtrone, pač eno napravo ki jih proizvaja, bi loh naredu zlato, al pa nevem, kr en element.","Ejomega_tsaomega_tsčeomega_tsbiomega_tsimeuomega_tselektroneomega_tspaomega_tsprotoneomega_tspaomega_tsnevtroneomega_ts,omega_tspačomega_tsenoomega_tsnapravoomega_tskiomega_tsjihomega_tsproizvajaomega_ts,omega_tsbiomega_tslohomega_tsnareduomega_tszlatoomega_ts,omega_tsalomega_tspaomega_tsnevemomega_ts,omega_tskromega_tsenomega_tselementomega_ts.omega_ts"
Sej ga samo sezidaš ko maš gradnike al kaj?,Sejomega_tsgaomega_tssamoomega_tssezidašomega_tskoomega_tsmašomega_tsgradnikeomega_tsalomega_tskajomega_ts?omega_ts
A bi mogoče rabu glih tok energije k se pr e je mc na2proizvede?,Aomega_tsbiomega_tsmogočeomega_tsrabuomega_tsglihomega_tstokomega_tsenergijeomega_tskomega_tsseomega_tspromega_tseomega_tsjeomega_tsmcomega_tsna2omega_tsproizvedeomega_ts?omega_ts
"Dobr da sm na Jesenicah, ker tole kr pišete o dogajanju v Celju...","Dobromega_tsdaomega_tssmomega_tsnaomega_tsJesenicahomega_ts,omega_tskeromega_tstoleomega_tskromega_tspišeteomega_tsoomega_tsdogajanjuomega_tsvomega_tsCeljuomega_ts...omega_ts"
Bi biu moj tv dons že čez balkon.,Biomega_tsbiuomega_tsmojomega_tstvomega_tsdonsomega_tsžeomega_tsčezomega_tsbalkonomega_ts.omega_ts
#junaki #EuroBasket2013,#junakiomega_ts#EuroBasket2013omega_ts
"@davidkovic tko kot vsi športniki, ko neki zmagajo?","@davidkovicomega_tstkoomega_tskotomega_tsvsiomega_tsšportnikiomega_ts,omega_tskoomega_tsnekiomega_tszmagajoomega_ts?omega_ts"
sej se vsi isto veselijo..,sejomega_tsseomega_tsvsiomega_tsistoomega_tsveselijoomega_ts..omega_ts
tud če bi slovenci bli zdaj na njihovem mestu.,tudomega_tsčeomega_tsbiomega_tsslovenciomega_tsbliomega_tszdajomega_tsnaomega_tsnjihovemomega_tsmestuomega_ts.omega_ts
isti qac:-),istiomega_tsqacomega_ts:-)omega_ts
"@gfajdi Mnjah, ni glih edini, ampak je treba tud kaj dat od sebe.","@gfajdiomega_tsMnjahomega_ts,omega_tsniomega_tsglihomega_tsediniomega_ts,omega_tsampakomega_tsjeomega_tstrebaomega_tstudomega_tskajomega_tsdatomega_tsodomega_tssebeomega_ts.omega_ts"
Bit danes na popu ni več referenca.,Bitomega_tsdanesomega_tsnaomega_tspopuomega_tsniomega_tsvečomega_tsreferencaomega_ts.omega_ts
@luka_vee @Rok_Novak @antigravitypill,@luka_veeomega_ts@Rok_Novakomega_ts@antigravitypillomega_ts
@AnaPeric1990 ma dej ves kake tezave imam jaz..,@AnaPeric1990omega_tsmaomega_tsdejomega_tsvesomega_tskakeomega_tstezaveomega_tsimamomega_tsjazomega_ts..omega_ts
noces niti vedet :/,nocesomega_tsnitiomega_tsvedetomega_ts:/omega_ts
mislim da bom kr v zadnjem roku oddala..,mislimomega_tsdaomega_tsbomomega_tskromega_tsvomega_tszadnjemomega_tsrokuomega_tsoddalaomega_ts..omega_ts
pa ti?,paomega_tstiomega_ts?omega_ts
ooo ves da smo pridne:),oooomega_tsvesomega_tsdaomega_tssmoomega_tspridneomega_ts:)omega_ts
"Če bi se vsaj tok časa učila, kot se guzim na kavču in kombiniram različne blazine in deke za super ugodje med učenjem, bi pa tud blo.","Čeomega_tsbiomega_tsseomega_tsvsajomega_tstokomega_tsčasaomega_tsučilaomega_ts,omega_tskotomega_tsseomega_tsguzimomega_tsnaomega_tskavčuomega_tsinomega_tskombiniramomega_tsrazličneomega_tsblazineomega_tsinomega_tsdekeomega_tszaomega_tssuperomega_tsugodjeomega_tsmedomega_tsučenjemomega_ts,omega_tsbiomega_tspaomega_tstudomega_tsbloomega_ts.omega_ts"
@Fantomski khm...,@Fantomskiomega_tskhmomega_ts...omega_ts
opa...,opaomega_ts...omega_ts
zdej mi je pa nerodno...,zdejomega_tsmiomega_tsjeomega_tspaomega_tsnerodnoomega_ts...omega_ts
mater sem jaz ena baba zagamana...,materomega_tssemomega_tsjazomega_tsenaomega_tsbabaomega_tszagamanaomega_ts...omega_ts
sej me nebošnašemu Robertu zacinkaril ahaha :))@Katjusa12,sejomega_tsmeomega_tsnebošomega_tsnašemuomega_tsRobertuomega_tszacinkarilomega_tsahahaomega_ts:))omega_ts@Katjusa12omega_ts
Upam da bo čez par ur kej toplejš.,Upamomega_tsdaomega_tsboomega_tsčezomega_tsparomega_tsuromega_tskejomega_tstoplejšomega_ts.omega_ts
Drugač bom zmrznla.,Drugačomega_tsbomomega_tszmrznlaomega_ts.omega_ts
Vreme znam izbrat res taprav.,Vremeomega_tsznamomega_tsizbratomega_tsresomega_tstapravomega_ts.omega_ts
Ampak kavica z razgledom odtehta mal.,Ampakomega_tskavicaomega_tszomega_tsrazgledomomega_tsodtehtaomega_tsmalomega_ts.omega_ts
Recimo 😁,Recimoomega_ts😁omega_ts
"@ErikaPlaninsec @TheDamjan Prablem je, de se ke nem prijde pu posejbih vejzah ali pa č maš izjemnu butalske talente.","@ErikaPlaninsecomega_ts@TheDamjanomega_tsPrablemomega_tsjeomega_ts,omega_tsdeomega_tsseomega_tskeomega_tsnemomega_tsprijdeomega_tspuomega_tsposejbihomega_tsvejzahomega_tsaliomega_tspaomega_tsčomega_tsmašomega_tsizjemnuomega_tsbutalskeomega_tstalenteomega_ts.omega_ts"
Ne uzamema glih usacga.,Neomega_tsuzamemaomega_tsglihomega_tsusacgaomega_ts.omega_ts
"@kricac če maš tolk da se t ne ljubi na ZZZS po ""malenkost"" za očala potem te tudi to ne bo pokopalo..","@kricacomega_tsčeomega_tsmašomega_tstolkomega_tsdaomega_tsseomega_tstomega_tsneomega_tsljubiomega_tsnaomega_tsZZZSomega_tspoomega_ts""omega_tsmalenkostomega_ts""omega_tszaomega_tsočalaomega_tspotemomega_tsteomega_tstudiomega_tstoomega_tsneomega_tsboomega_tspokopaloomega_ts..omega_ts"
:-)) @had @Rok_Novak,:-))omega_ts@hadomega_ts@Rok_Novakomega_ts
"@bota112 rečva,da je #krneki...","@bota112omega_tsrečvaomega_ts,omega_tsdaomega_tsjeomega_ts#krnekiomega_ts...omega_ts"
"tak kot večina državne inf., z funkcijonalno nepismenimi IT managerji-ki je #btw kazenska funcija v #du :(","takomega_tskotomega_tsvečinaomega_tsdržavneomega_tsinf.omega_ts,omega_tszomega_tsfunkcijonalnoomega_tsnepismenimiomega_tsITomega_tsmanagerjiomega_ts-omega_tskiomega_tsjeomega_ts#btwomega_tskazenskaomega_tsfuncijaomega_tsvomega_ts#duomega_ts:(omega_ts"
@Kracalnik haha...budala jst.,@Kracalnikomega_tshahaomega_ts...omega_tsbudalaomega_tsjstomega_ts.omega_ts
Možgan mi mau čudn dela.,Možganomega_tsmiomega_tsmauomega_tsčudnomega_tsdelaomega_ts.omega_ts
Klop je kriv.,Klopomega_tsjeomega_tskrivomega_ts.omega_ts
Hvala.,Hvalaomega_ts.omega_ts
Puzzle bom jutri sestvljala.,Puzzleomega_tsbomomega_tsjutriomega_tssestvljalaomega_ts.omega_ts
Smrkce znam na pamet in rabim nove.,Smrkceomega_tsznamomega_tsnaomega_tspametomega_tsinomega_tsrabimomega_tsnoveomega_ts.omega_ts
"@MSarlah @freewiseguy @petra_jansa @LiamHalligan @CFAevents @Telegraph @TeleFinance hmm, zato se udinjajo pri nemški skrajni levici?","@MSarlahomega_ts@freewiseguyomega_ts@petra_jansaomega_ts@LiamHalliganomega_ts@CFAeventsomega_ts@Telegraphomega_ts@TeleFinanceomega_tshmmomega_ts,omega_tszatoomega_tsseomega_tsudinjajoomega_tspriomega_tsnemškiomega_tsskrajniomega_tsleviciomega_ts?omega_ts"
@iztokgartner Razumem ampak point rapa na začetku je bil predvsem v tem kakšno zgodbo boš povedal btw ma Kendrick tud bangerja...,@iztokgartneromega_tsRazumemomega_tsampakomega_tspointomega_tsrapaomega_tsnaomega_tszačetkuomega_tsjeomega_tsbilomega_tspredvsemomega_tsvomega_tstemomega_tskakšnoomega_tszgodboomega_tsbošomega_tspovedalomega_tsbtwomega_tsmaomega_tsKendrickomega_tstudomega_tsbangerjaomega_ts...omega_ts
"@BostjanJerko ja, če ma mac bash bi mogl tud tam delat..","@BostjanJerkoomega_tsjaomega_ts,omega_tsčeomega_tsmaomega_tsmacomega_tsbashomega_tsbiomega_tsmoglomega_tstudomega_tstamomega_tsdelatomega_ts..omega_ts"
samo plan je naredit dodatno (multiplatform) gui verzijo tega v Pythonu,samoomega_tsplanomega_tsjeomega_tsnareditomega_tsdodatnoomega_ts(omega_tsmultiplatformomega_ts)omega_tsguiomega_tsverzijoomega_tstegaomega_tsvomega_tsPythonuomega_ts
"@Simobil hmm, zanimivo, ceprov vsi opisujejo, da se jim to dogaja na ios 8, amm js sm se zmerej na 6-ki 🙈","@Simobilomega_tshmmomega_ts,omega_tszanimivoomega_ts,omega_tsceprovomega_tsvsiomega_tsopisujejoomega_ts,omega_tsdaomega_tsseomega_tsjimomega_tstoomega_tsdogajaomega_tsnaomega_tsiosomega_ts8omega_ts,omega_tsammomega_tsjsomega_tssmomega_tsseomega_tszmerejomega_tsnaomega_ts6-kiomega_ts🙈omega_ts"
"ni mi pa nic zablokiral fon, hvala","niomega_tsmiomega_tspaomega_tsnicomega_tszablokiralomega_tsfonomega_ts,omega_tshvalaomega_ts"
@ambrofuzbal @ursicdomen no no..,@ambrofuzbalomega_ts@ursicdomenomega_tsnoomega_tsnoomega_ts..omega_ts
ne pozabit da je bil on eden izmed cenejsih okrepitev..,neomega_tspozabitomega_tsdaomega_tsjeomega_tsbilomega_tsonomega_tsedenomega_tsizmedomega_tscenejsihomega_tsokrepitevomega_ts..omega_ts
cenejsi od Markovica (npr) pa ni kriv ce ne dobi zog,cenejsiomega_tsodomega_tsMarkovicaomega_ts(omega_tsnpromega_ts)omega_tspaomega_tsniomega_tskrivomega_tsceomega_tsneomega_tsdobiomega_tszogomega_ts
Pekarna: 90 centov.,Pekarnaomega_ts:omega_ts90omega_tscentovomega_ts.omega_ts
"U gospa saj ste mi dali preveč, skoraj še enkrat toliko.","Uomega_tsgospaomega_tssajomega_tssteomega_tsmiomega_tsdaliomega_tsprevečomega_ts,omega_tsskorajomega_tsšeomega_tsenkratomega_tstolikoomega_ts.omega_ts"
Gospa: hehehe mam tolk drobiža sem kr mal zagrabila.,Gospaomega_ts:omega_tsheheheomega_tsmamomega_tstolkomega_tsdrobižaomega_tssemomega_tskromega_tsmalomega_tszagrabilaomega_ts.omega_ts
《 Dnar je!,《omega_tsDnaromega_tsjeomega_ts!omega_ts
"@free__JJ ne,sam zur mu je bil po loje po ovnkih vozolit;)","@free__JJomega_tsneomega_ts,omega_tssamomega_tszuromega_tsmuomega_tsjeomega_tsbilomega_tspoomega_tslojeomega_tspoomega_tsovnkihomega_tsvozolitomega_ts;)omega_ts"
"je izbral pot,kjer se 4xlevo al pa desno zavije;) @Rok_Novak","jeomega_tsizbralomega_tspotomega_ts,omega_tskjeromega_tsseomega_ts4xomega_tslevoomega_tsalomega_tspaomega_tsdesnoomega_tszavijeomega_ts;)omega_ts@Rok_Novakomega_ts"
Cenovno se nekako nagibam k operaterju Amis.,Cenovnoomega_tsseomega_tsnekakoomega_tsnagibamomega_tskomega_tsoperaterjuomega_tsAmisomega_ts.omega_ts
In sicer paket dvojka.,Inomega_tssiceromega_tspaketomega_tsdvojkaomega_ts.omega_ts
"(TV,internet).","(omega_tsTVomega_ts,omega_tsinternetomega_ts)omega_ts.omega_ts"
Je kdo morda naročnik pri Amis-u.,Jeomega_tskdoomega_tsmordaomega_tsnaročnikomega_tspriomega_tsAmis-uomega_ts.omega_ts
In kakšne so vaše izkušnje s tem operaterjem?,Inomega_tskakšneomega_tssoomega_tsvašeomega_tsizkušnjeomega_tssomega_tstemomega_tsoperaterjemomega_ts?omega_ts
Kvaliteta?,Kvalitetaomega_ts?omega_ts
@TeyaEna @istrskapanda jojj to pa res!!,@TeyaEnaomega_ts@istrskapandaomega_tsjojjomega_tstoomega_tspaomega_tsresomega_ts!!omega_ts
S kakim izkljucno njegovim fb postom mi polepsa se kako gnjil dan!,Somega_tskakimomega_tsizkljucnoomega_tsnjegovimomega_tsfbomega_tspostomomega_tsmiomega_tspolepsaomega_tsseomega_tskakoomega_tsgnjilomega_tsdanomega_ts!omega_ts
;)),;))omega_ts
Panda 4 president!,Pandaomega_ts4omega_tspresidentomega_ts!omega_ts
!,!omega_ts
"Omg, the tekočo sezono the Walking dead lahko na TV- ju gledam ali naročnina za TV je dejansko uporabna :) #fox #ogledzanaj","Omgomega_ts,omega_tstheomega_tstekočoomega_tssezonoomega_tstheomega_tsWalkingomega_tsdeadomega_tslahkoomega_tsnaomega_tsTV- juomega_tsgledamomega_tsaliomega_tsnaročninaomega_tszaomega_tsTVomega_tsjeomega_tsdejanskoomega_tsuporabnaomega_ts:)omega_ts#foxomega_ts#ogledzanajomega_ts"
"@redhotfeferon Mo vijdla v soboto, če ma oča kaj alkohola doma ...","@redhotfeferonomega_tsMoomega_tsvijdlaomega_tsvomega_tssobotoomega_ts,omega_tsčeomega_tsmaomega_tsočaomega_tskajomega_tsalkoholaomega_tsdomaomega_ts...omega_ts"
"no, če de začo frajtonarco vö vlejčti, pa pač trejzna proban ..","noomega_ts,omega_tsčeomega_tsdeomega_tszačoomega_tsfrajtonarcoomega_tsvöomega_tsvlejčtiomega_ts,omega_tspaomega_tspačomega_tstrejznaomega_tsprobanomega_ts..omega_ts"
js sm svojga mucka pobrala iz zavetišča pa še 1 druca sm mela,jsomega_tssmomega_tssvojgaomega_tsmuckaomega_tspobralaomega_tsizomega_tszavetiščaomega_tspaomega_tsšeomega_ts1omega_tsdrucaomega_tssmomega_tsmelaomega_ts
iz tistga zavetišča sta bla dva endn pa z ulice tko da js nimam placa.,izomega_tstistgaomega_tszavetiščaomega_tsstaomega_tsblaomega_tsdvaomega_tsendnomega_tspaomega_tszomega_tsuliceomega_tstkoomega_tsdaomega_tsjsomega_tsnimamomega_tsplacaomega_ts.omega_ts
in to niso pasemski mucki,inomega_tstoomega_tsnisoomega_tspasemskiomega_tsmuckiomega_ts
Bi kar prisedla...,Biomega_tskaromega_tsprisedlaomega_ts...omega_ts
Tisti krompirček iz žerjavice me mika !,Tistiomega_tskrompirčekomega_tsizomega_tsžerjaviceomega_tsmeomega_tsmikaomega_ts!omega_ts
:-))),:-)))omega_ts
"@lojzepeterle A nevidtekomentatorji,da vas ima za norcaLojzek.","@lojzepeterleomega_tsAomega_tsnevidteomega_tskomentatorjiomega_ts,omega_tsdaomega_tsvasomega_tsimaomega_tszaomega_tsnorcaLojzekomega_ts.omega_ts"
"Iz varne razdaje vpije in moli opoštenosti, sam kjetko pošten pa je rajš zun","Izomega_tsvarneomega_tsrazdajeomega_tsvpijeomega_tsinomega_tsmoliomega_tsopoštenostiomega_ts,omega_tssamomega_tskjeomega_tstkoomega_tspoštenomega_tspaomega_tsjeomega_tsrajšomega_tszunomega_ts"
za kdaj pa rabite fotografa?,zaomega_tskdajomega_tspaomega_tsrabiteomega_tsfotografaomega_ts?omega_ts
kater datum?,kateromega_tsdatumomega_ts?omega_ts
pa kje bo poroka?,paomega_tskjeomega_tsboomega_tsporokaomega_ts?omega_ts
sailor.....,sailoromega_ts.....omega_ts
luškana...na en tak ...grozljiv način....,luškanaomega_ts...omega_tsnaomega_tsenomega_tstakomega_ts...omega_tsgrozljivomega_tsnačinomega_ts....omega_ts
@uporabnastran @adria_airways ima drage karte poleti za london glede na to da ne leti na heathrow ampak gatewick ali luton...,@uporabnastranomega_ts@adria_airwaysomega_tsimaomega_tsdrageomega_tskarteomega_tspoletiomega_tszaomega_tslondonomega_tsgledeomega_tsnaomega_tstoomega_tsdaomega_tsneomega_tsletiomega_tsnaomega_tsheathrowomega_tsampakomega_tsgatewickomega_tsaliomega_tslutonomega_ts...omega_ts
"@MiranStajerc Hihi ze sam tist v skretu je bla prigoda:petke,velik skret,odpirajoca se vrata,ne ves al bi vrata drzal @MorskaMania @lenci53","@MiranStajercomega_tsHihiomega_tszeomega_tssamomega_tstistomega_tsvomega_tsskretuomega_tsjeomega_tsblaomega_tsprigodaomega_ts:omega_tspetkeomega_ts,omega_tsvelikomega_tsskretomega_ts,omega_tsodpirajocaomega_tsseomega_tsvrataomega_ts,omega_tsneomega_tsvesomega_tsalomega_tsbiomega_tsvrataomega_tsdrzalomega_ts@MorskaManiaomega_ts@lenci53omega_ts"
"@Robi_bobi na žalost ne, tisto bi bilo lažje in hitrejše - ta je za small office in je treba uštimat workgroup z vso šaro :D","@Robi_bobiomega_tsnaomega_tsžalostomega_tsneomega_ts,omega_tstistoomega_tsbiomega_tsbiloomega_tslažjeomega_tsinomega_tshitrejšeomega_ts-omega_tstaomega_tsjeomega_tszaomega_tssmallomega_tsofficeomega_tsinomega_tsjeomega_tstrebaomega_tsuštimatomega_tsworkgroupomega_tszomega_tsvsoomega_tsšaroomega_ts:Domega_ts"
hahaha..,hahahaomega_ts..omega_ts
in že sta lennon in titek v eni zgodbi...,inomega_tsžeomega_tsstaomega_tslennonomega_tsinomega_tstitekomega_tsvomega_tseniomega_tszgodbiomega_ts...omega_ts
@2sto7 Ravno to sem danes zjutraj razmišljal.,@2sto7omega_tsRavnoomega_tstoomega_tssemomega_tsdanesomega_tszjutrajomega_tsrazmišljalomega_ts.omega_ts
Idiocracy now!,Idiocracyomega_tsnowomega_ts!omega_ts
Ker te boli prst na nogi si ga odstreli s pištolo!,Keromega_tsteomega_tsboliomega_tsprstomega_tsnaomega_tsnogiomega_tssiomega_tsgaomega_tsodstreliomega_tssomega_tspištoloomega_ts!omega_ts
Heh...,Hehomega_ts...omega_ts
"Vsi izgovori,da je ZJ kaj zrusil,so 'kr neki'.","Vsiomega_tsizgovoriomega_ts,omega_tsdaomega_tsjeomega_tsZJomega_tskajomega_tszrusilomega_ts,omega_tssoomega_ts'omega_tskromega_tsnekiomega_ts'omega_ts.omega_ts"
on je samo postal preds.PS..,onomega_tsjeomega_tssamoomega_tspostalomega_tspreds.omega_tsPSomega_ts..omega_ts
vse ostalo so 'naredili' koal.partnerji in 'izstopljeni' del PS,vseomega_tsostaloomega_tssoomega_ts'omega_tsnarediliomega_ts'omega_tskoal.omega_tspartnerjiomega_tsinomega_ts'omega_tsizstopljeniomega_ts'omega_tsdelomega_tsPSomega_ts
@jernejrostan neeee!!!,@jernejrostanomega_tsneeeeomega_ts!!!omega_ts
Halo ni šanse dost mam :)),Haloomega_tsniomega_tsšanseomega_tsdostomega_tsmamomega_ts:))omega_ts
"bomo najprej kej po nesreč razbil pa bomo druge kupil, prej pa ne!!","bomoomega_tsnajprejomega_tskejomega_tspoomega_tsnesrečomega_tsrazbilomega_tspaomega_tsbomoomega_tsdrugeomega_tskupilomega_ts,omega_tsprejomega_tspaomega_tsneomega_ts!!omega_ts"
"A se sam js mal bedno počutim, ker mi grejo na živce serije k so nam ble vsem zakon?","Aomega_tsseomega_tssamomega_tsjsomega_tsmalomega_tsbednoomega_tspočutimomega_ts,omega_tskeromega_tsmiomega_tsgrejoomega_tsnaomega_tsživceomega_tsserijeomega_tskomega_tssoomega_tsnamomega_tsbleomega_tsvsemomega_tszakonomega_ts?omega_ts"
