Original,Tokenized
Samo problemi i situacije.,Samoomega_tsproblemiomega_tsiomega_tssituacijeomega_ts.omega_ts
"Sad me zove najbolja drugarica, plače, rida, raskinula sa dečkom, druga drugarica slična situacija, ja u kurcu.","Sadomega_tsmeomega_tszoveomega_tsnajboljaomega_tsdrugaricaomega_ts,omega_tsplačeomega_ts,omega_tsridaomega_ts,omega_tsraskinulaomega_tssaomega_tsdečkomomega_ts,omega_tsdrugaomega_tsdrugaricaomega_tssličnaomega_tssituacijaomega_ts,omega_tsjaomega_tsuomega_tskurcuomega_ts.omega_ts"
U slobodno vreme tražim razloge zašto prokrastiniram.,Uomega_tsslobodnoomega_tsvremeomega_tstražimomega_tsrazlogeomega_tszaštoomega_tsprokrastiniramomega_ts.omega_ts
Ostatak vremena provedem – prokrastinirajući.,Ostatakomega_tsvremenaomega_tsprovedemomega_ts–omega_tsprokrastinirajućiomega_ts.omega_ts
"Pri tome, možemo zabaviti vaše dete pričom o evoluciji njegove omiljene životinje ili pročakulati sa mušterijom o razvoju nauke po želji.","Priomega_tstomeomega_ts,omega_tsmožemoomega_tszabavitiomega_tsvašeomega_tsdeteomega_tspričomomega_tsoomega_tsevolucijiomega_tsnjegoveomega_tsomiljeneomega_tsživotinjeomega_tsiliomega_tspročakulatiomega_tssaomega_tsmušterijomomega_tsoomega_tsrazvojuomega_tsnaukeomega_tspoomega_tsželjiomega_ts.omega_ts"
"Valjda je sve to normalno,a sada apsurdno,proisteklo iz normalne porodice,kucnog vaspitanja i licnih nacela i stavova.","Valjdaomega_tsjeomega_tssveomega_tstoomega_tsnormalnoomega_ts,omega_tsaomega_tssadaomega_tsapsurdnoomega_ts,omega_tsproistekloomega_tsizomega_tsnormalneomega_tsporodiceomega_ts,omega_tskucnogomega_tsvaspitanjaomega_tsiomega_tslicnihomega_tsnacelaomega_tsiomega_tsstavovaomega_ts.omega_ts"
"Šteta, a taman sam hteo da sklopim pakt sa par huligana da mi iz Konversa ukradu duboke sive i plitke crvene starke, te mi još fale.","Štetaomega_ts,omega_tsaomega_tstamanomega_tssamomega_tshteoomega_tsdaomega_tssklopimomega_tspaktomega_tssaomega_tsparomega_tshuliganaomega_tsdaomega_tsmiomega_tsizomega_tsKonversaomega_tsukraduomega_tsdubokeomega_tssiveomega_tsiomega_tsplitkeomega_tscrveneomega_tsstarkeomega_ts,omega_tsteomega_tsmiomega_tsjošomega_tsfaleomega_ts.omega_ts"
Tu bar imamo iskustvo.,Tuomega_tsbaromega_tsimamoomega_tsiskustvoomega_ts.omega_ts
"Voli naš narod vođe, nekog baju da preuzme odgovornost za njih.","Voliomega_tsnašomega_tsnarodomega_tsvođeomega_ts,omega_tsnekogomega_tsbajuomega_tsdaomega_tspreuzmeomega_tsodgovornostomega_tszaomega_tsnjihomega_ts.omega_ts"
I dok ne usere sve ne odriču ga se.,Iomega_tsdokomega_tsneomega_tsusereomega_tssveomega_tsneomega_tsodričuomega_tsgaomega_tsseomega_ts.omega_ts
@popunjen_profil,@popunjen_profilomega_ts
"Kad resimo problem siromastva, egzodusa strucnjaka kada se resimo pevaljki koje predaju na fakultetima tada mozemo pricati o obrazovanju.","Kadomega_tsresimoomega_tsproblemomega_tssiromastvaomega_ts,omega_tsegzodusaomega_tsstrucnjakaomega_tskadaomega_tsseomega_tsresimoomega_tspevaljkiomega_tskojeomega_tspredajuomega_tsnaomega_tsfakultetimaomega_tstadaomega_tsmozemoomega_tspricatiomega_tsoomega_tsobrazovanjuomega_ts.omega_ts"
"Ljubav je tu da te sačuva od najvećih grešaka u životu, ne da ih zbog nje praviš.","Ljubavomega_tsjeomega_tstuomega_tsdaomega_tsteomega_tssačuvaomega_tsodomega_tsnajvećihomega_tsgrešakaomega_tsuomega_tsživotuomega_ts,omega_tsneomega_tsdaomega_tsihomega_tszbogomega_tsnjeomega_tspravišomega_ts.omega_ts"
Ako je prava.,Akoomega_tsjeomega_tspravaomega_ts.omega_ts
"@KiziNjivice Znam, takođe.","@KiziNjiviceomega_tsZnamomega_ts,omega_tstakođeomega_ts.omega_ts"
Zeznuta je stvar što mozak neće da pamti selektivno.,Zeznutaomega_tsjeomega_tsstvaromega_tsštoomega_tsmozakomega_tsnećeomega_tsdaomega_tspamtiomega_tsselektivnoomega_ts.omega_ts
Ovako je recycle bin prepun nepotrebnih informacija.,Ovakoomega_tsjeomega_tsrecycleomega_tsbinomega_tsprepunomega_tsnepotrebnihomega_tsinformacijaomega_ts.omega_ts
"Ne da mi dansguardian da udjem na fejs,pise pornografija.","Neomega_tsdaomega_tsmiomega_tsdansguardianomega_tsdaomega_tsudjemomega_tsnaomega_tsfejsomega_ts,omega_tspiseomega_tspornografijaomega_ts.omega_ts"
Shvatio i on sta je napravio od danasnje dece.,Shvatioomega_tsiomega_tsonomega_tsstaomega_tsjeomega_tsnapravioomega_tsodomega_tsdanasnjeomega_tsdeceomega_ts.omega_ts
@daleko_odavde Htela sam da ima nešto čime će se zanimati dok mi nismo tu.,@daleko_odavdeomega_tsHtelaomega_tssamomega_tsdaomega_tsimaomega_tsneštoomega_tsčimeomega_tsćeomega_tsseomega_tszanimatiomega_tsdokomega_tsmiomega_tsnismoomega_tstuomega_ts.omega_ts
Nije zadovoljan mojim rešenjem.,Nijeomega_tszadovoljanomega_tsmojimomega_tsrešenjemomega_ts.omega_ts
Samo me interesuje: kako ce se Dinkic izvuci?,Samoomega_tsmeomega_tsinteresujeomega_ts:omega_tskakoomega_tsceomega_tsseomega_tsDinkicomega_tsizvuciomega_ts?omega_ts
Uzece po hiljadarku od svakog?,Uzeceomega_tspoomega_tshiljadarkuomega_tsodomega_tssvakogomega_ts?omega_ts
http://t.co/qzGkoMdHay #samopitam,http://t.co/qzGkoMdHayomega_ts#samopitamomega_ts
"Ljudi koji te stalno savetuju i kad ne tražiš, ne žele da ti pomognu već da se prave pametni.","Ljudiomega_tskojiomega_tsteomega_tsstalnoomega_tssavetujuomega_tsiomega_tskadomega_tsneomega_tstražišomega_ts,omega_tsneomega_tsželeomega_tsdaomega_tstiomega_tspomognuomega_tsvećomega_tsdaomega_tsseomega_tspraveomega_tspametniomega_ts.omega_ts"
"""Mudraci"" za druge, jer svoj život nemaju.","""omega_tsMudraciomega_ts""omega_tszaomega_tsdrugeomega_ts,omega_tsjeromega_tssvojomega_tsživotomega_tsnemajuomega_ts.omega_ts"
"Gledam ove danasnje klince, odbijaju iniforme u skolama, ali svi kao po komandi nose iste kineske kanadjanke...","Gledamomega_tsoveomega_tsdanasnjeomega_tsklinceomega_ts,omega_tsodbijajuomega_tsiniformeomega_tsuomega_tsskolamaomega_ts,omega_tsaliomega_tssviomega_tskaoomega_tspoomega_tskomandiomega_tsnoseomega_tsisteomega_tskineskeomega_tskanadjankeomega_ts...omega_ts"
"@xygoius Ja se slažem da jeste, ali boljeg pleja nemate.","@xygoiusomega_tsJaomega_tsseomega_tsslažemomega_tsdaomega_tsjesteomega_ts,omega_tsaliomega_tsboljegomega_tsplejaomega_tsnemateomega_ts.omega_ts"
A on ima dva načina funkcionisanja: beast mode i blam mod.,Aomega_tsonomega_tsimaomega_tsdvaomega_tsnačinaomega_tsfunkcionisanjaomega_ts:omega_tsbeastomega_tsmodeomega_tsiomega_tsblamomega_tsmodomega_ts.omega_ts
"A u PUPS_u pater familijarno,sin naslednik doneo odluku da potpise koalicioni sporazum a GO mu sluzi kao zvečka.","Aomega_tsuomega_tsPUPS_uomega_tspateromega_tsfamilijarnoomega_ts,omega_tssinomega_tsnaslednikomega_tsdoneoomega_tsodlukuomega_tsdaomega_tspotpiseomega_tskoalicioniomega_tssporazumomega_tsaomega_tsGOomega_tsmuomega_tssluziomega_tskaoomega_tszvečkaomega_ts.omega_ts"
"Malo je poznato da sam rodjena sa prirodnim talentom za vecinu sportova, ali ni u jednom nisam uspela..","Maloomega_tsjeomega_tspoznatoomega_tsdaomega_tssamomega_tsrodjenaomega_tssaomega_tsprirodnimomega_tstalentomomega_tszaomega_tsvecinuomega_tssportovaomega_ts,omega_tsaliomega_tsniomega_tsuomega_tsjednomomega_tsnisamomega_tsuspelaomega_ts..omega_ts"
"Nisam religiozan, ali kada me svrbe oči pošto sam jeo ljuta krilca verujem da Bog kuša moju inteligenciju!","Nisamomega_tsreligiozanomega_ts,omega_tsaliomega_tskadaomega_tsmeomega_tssvrbeomega_tsočiomega_tspoštoomega_tssamomega_tsjeoomega_tsljutaomega_tskrilcaomega_tsverujemomega_tsdaomega_tsBogomega_tskušaomega_tsmojuomega_tsinteligencijuomega_ts!omega_ts"
"Dejan Cukić je popularan jedino kad padaju letnje kiše, tad ga se svi sete.","Dejanomega_tsCukićomega_tsjeomega_tspopularanomega_tsjedinoomega_tskadomega_tspadajuomega_tsletnjeomega_tskišeomega_ts,omega_tstadomega_tsgaomega_tsseomega_tssviomega_tsseteomega_ts.omega_ts"
"Hvala Bogu, nisu česte..","Hvalaomega_tsBoguomega_ts,omega_tsnisuomega_tsčesteomega_ts..omega_ts"
Muž spakovao košulju koju sam najviše volela.,Mužomega_tsspakovaoomega_tskošuljuomega_tskojuomega_tssamomega_tsnajvišeomega_tsvolelaomega_ts.omega_ts
Za ljude iz Obrenovca.,Zaomega_tsljudeomega_tsizomega_tsObrenovcaomega_ts.omega_ts
Čuvao je samo za posebne prilike.,Čuvaoomega_tsjeomega_tssamoomega_tszaomega_tsposebneomega_tsprilikeomega_ts.omega_ts
Ovo jeste posebna prilika.,Ovoomega_tsjesteomega_tsposebnaomega_tsprilikaomega_ts.omega_ts
"Ima lik u Pancevu, matori bajker, inace zaludjen Amerikom, cerkama je dao imena Virdzinija i Dzordzija.","Imaomega_tslikomega_tsuomega_tsPancevuomega_ts,omega_tsmatoriomega_tsbajkeromega_ts,omega_tsinaceomega_tszaludjenomega_tsAmerikomomega_ts,omega_tscerkamaomega_tsjeomega_tsdaoomega_tsimenaomega_tsVirdzinijaomega_tsiomega_tsDzordzijaomega_ts.omega_ts"
Danima sam mislila da me zajebavaju,Danimaomega_tssamomega_tsmislilaomega_tsdaomega_tsmeomega_tszajebavajuomega_ts
"Glavni nedostatak ocenjivanja blogova je nedostatak njihove osnovne podele prema starosnim dobima blogera, te usmerenim i opštim sadržajima.","Glavniomega_tsnedostatakomega_tsocenjivanjaomega_tsblogovaomega_tsjeomega_tsnedostatakomega_tsnjihoveomega_tsosnovneomega_tspodeleomega_tspremaomega_tsstarosnimomega_tsdobimaomega_tsblogeraomega_ts,omega_tsteomega_tsusmerenimomega_tsiomega_tsopštimomega_tssadržajimaomega_ts.omega_ts"
"Generalno u poslednjih nekoliko godina, Krstić ima te neke izjave za medije i javnost.","Generalnoomega_tsuomega_tsposlednjihomega_tsnekolikoomega_tsgodinaomega_ts,omega_tsKrstićomega_tsimaomega_tsteomega_tsnekeomega_tsizjaveomega_tszaomega_tsmedijeomega_tsiomega_tsjavnostomega_ts.omega_ts"
Stalno mu nešto fali i smeta.,Stalnoomega_tsmuomega_tsneštoomega_tsfaliomega_tsiomega_tssmetaomega_ts.omega_ts
Pukla nam je guma u sred picke materine.,Puklaomega_tsnamomega_tsjeomega_tsgumaomega_tsuomega_tssredomega_tspickeomega_tsmaterineomega_ts.omega_ts
"Sat vremena nam je trebalo da raspalimo rostilj zbog vetra, a onda nam se meso zapalilo.","Satomega_tsvremenaomega_tsnamomega_tsjeomega_tstrebaloomega_tsdaomega_tsraspalimoomega_tsrostiljomega_tszbogomega_tsvetraomega_ts,omega_tsaomega_tsondaomega_tsnamomega_tsseomega_tsmesoomega_tszapaliloomega_ts.omega_ts"
Vrh.,Vrhomega_ts.omega_ts
Jedna od većih misterija univerzuma kako je neko tol'ko mentalno zaostao uopšte u mogućnosti da se fakultetski obrazuje?,Jednaomega_tsodomega_tsvećihomega_tsmisterijaomega_tsuniverzumaomega_tskakoomega_tsjeomega_tsnekoomega_tstol'koomega_tsmentalnoomega_tszaostaoomega_tsuopšteomega_tsuomega_tsmogućnostiomega_tsdaomega_tsseomega_tsfakultetskiomega_tsobrazujeomega_ts?omega_ts
Da mi se objasni kada je modni zločin prestao da bude kad obučeš nešto što ti ne stoji i pretvorio se u haljinu iz prošlogodišnje kolekcije.,Daomega_tsmiomega_tsseomega_tsobjasniomega_tskadaomega_tsjeomega_tsmodniomega_tszločinomega_tsprestaoomega_tsdaomega_tsbudeomega_tskadomega_tsobučešomega_tsneštoomega_tsštoomega_tstiomega_tsneomega_tsstojiomega_tsiomega_tspretvorioomega_tsseomega_tsuomega_tshaljinuomega_tsizomega_tsprošlogodišnjeomega_tskolekcijeomega_ts.omega_ts
"Poražavajuće je postojanje ljudi koji imaju stav: ""Ni sram.","Poražavajućeomega_tsjeomega_tspostojanjeomega_tsljudiomega_tskojiomega_tsimajuomega_tsstavomega_ts:omega_ts""omega_tsNiomega_tssramomega_ts.omega_ts"
Ni obraz.,Niomega_tsobrazomega_ts.omega_ts
""" ili ""Cilj opravdava sredstva.","""omega_tsiliomega_ts""omega_tsCiljomega_tsopravdavaomega_tssredstvaomega_ts.omega_ts"
"""","""omega_ts"
"Mrzim kad'sanjam nešto interesantno, pa se iscimam i probudim i onda ne znam šta bi se dalje događalo.","Mrzimomega_tskad'omega_tssanjamomega_tsneštoomega_tsinteresantnoomega_ts,omega_tspaomega_tsseomega_tsiscimamomega_tsiomega_tsprobudimomega_tsiomega_tsondaomega_tsneomega_tsznamomega_tsštaomega_tsbiomega_tsseomega_tsdaljeomega_tsdogađaloomega_ts.omega_ts"
"@braturke Nisam mislio na to, mislio sam da je izdominirao na duže staze.","@braturkeomega_tsNisamomega_tsmislioomega_tsnaomega_tstoomega_ts,omega_tsmislioomega_tssamomega_tsdaomega_tsjeomega_tsizdominiraoomega_tsnaomega_tsdužeomega_tsstazeomega_ts.omega_ts"
"Btw, mogao bi da počneš da se regulišeš malo.","Btwomega_ts,omega_tsmogaoomega_tsbiomega_tsdaomega_tspočnešomega_tsdaomega_tsseomega_tsregulišešomega_tsmaloomega_ts.omega_ts"
Srpski sindrom: da komšiji crkne krava.,Srpskiomega_tssindromomega_ts:omega_tsdaomega_tskomšijiomega_tscrkneomega_tskravaomega_ts.omega_ts
Zato neki nikako da prihvate da je Srbija sve više cenjena.,Zatoomega_tsnekiomega_tsnikakoomega_tsdaomega_tsprihvateomega_tsdaomega_tsjeomega_tsSrbijaomega_tssveomega_tsvišeomega_tscenjenaomega_ts.omega_ts
#vucic #oko,#vucicomega_ts#okoomega_ts
Ja sam zapušteni gubitnik koji misli da ima opušteni stav prema životu i zato ću da veličam Čarlija Šina.,Jaomega_tssamomega_tszapušteniomega_tsgubitnikomega_tskojiomega_tsmisliomega_tsdaomega_tsimaomega_tsopušteniomega_tsstavomega_tspremaomega_tsživotuomega_tsiomega_tszatoomega_tsćuomega_tsdaomega_tsveličamomega_tsČarlijaomega_tsŠinaomega_ts.omega_ts
"Gledam na internetu i vidim da imam simptome za 3. moguće bolesti: Leukemiji, Tuberkulozu i Epilepsiju.","Gledamomega_tsnaomega_tsinternetuomega_tsiomega_tsvidimomega_tsdaomega_tsimamomega_tssimptomeomega_tszaomega_ts3.omega_tsmogućeomega_tsbolestiomega_ts:omega_tsLeukemijiomega_ts,omega_tsTuberkulozuomega_tsiomega_tsEpilepsijuomega_ts.omega_ts"
Ovde neke osobe kukaju kako im niko ne uzvraća silovanje a oni sami ne uzvraćaju ka njih neko siluje..,Ovdeomega_tsnekeomega_tsosobeomega_tskukajuomega_tskakoomega_tsimomega_tsnikoomega_tsneomega_tsuzvraćaomega_tssilovanjeomega_tsaomega_tsoniomega_tssamiomega_tsneomega_tsuzvraćajuomega_tskaomega_tsnjihomega_tsnekoomega_tssilujeomega_ts..omega_ts
Ali ove ribe sto seruju neku cecinu pesmu i stih 'pozvacu te nikada',Aliomega_tsoveomega_tsribeomega_tsstoomega_tsserujuomega_tsnekuomega_tscecinuomega_tspesmuomega_tsiomega_tsstihomega_ts'omega_tspozvacuomega_tsteomega_tsnikadaomega_ts'omega_ts
mislim sestro zvala si ti njega do sad hiljadu puta ne smaraj vise.,mislimomega_tssestroomega_tszvalaomega_tssiomega_tstiomega_tsnjegaomega_tsdoomega_tssadomega_tshiljaduomega_tsputaomega_tsneomega_tssmarajomega_tsviseomega_ts.omega_ts
Pricamo na casu koja moze najvise da zine od nas i Dragana nas sjebe i stavi pesnicu celu u usta..........,Pricamoomega_tsnaomega_tscasuomega_tskojaomega_tsmozeomega_tsnajviseomega_tsdaomega_tszineomega_tsodomega_tsnasomega_tsiomega_tsDraganaomega_tsnasomega_tssjebeomega_tsiomega_tsstaviomega_tspesnicuomega_tsceluomega_tsuomega_tsustaomega_ts..........omega_ts
"Neke stvari možemo reći ljudima ali će se oni pretvarati kao da ih nisu čuli, a mi na kraju kao da ih nismo ni rekli...","Nekeomega_tsstvariomega_tsmožemoomega_tsrećiomega_tsljudimaomega_tsaliomega_tsćeomega_tsseomega_tsoniomega_tspretvaratiomega_tskaoomega_tsdaomega_tsihomega_tsnisuomega_tsčuliomega_ts,omega_tsaomega_tsmiomega_tsnaomega_tskrajuomega_tskaoomega_tsdaomega_tsihomega_tsnismoomega_tsniomega_tsrekliomega_ts...omega_ts"
"Izbegavajte slano, slatko, gorko, kiselo, gazirano, negazirano i navikavajte se da zivite u zemlji u kojoj necemo imati ni hleba da jedemo.","Izbegavajteomega_tsslanoomega_ts,omega_tsslatkoomega_ts,omega_tsgorkoomega_ts,omega_tskiseloomega_ts,omega_tsgaziranoomega_ts,omega_tsnegaziranoomega_tsiomega_tsnavikavajteomega_tsseomega_tsdaomega_tsziviteomega_tsuomega_tszemljiomega_tsuomega_tskojojomega_tsnecemoomega_tsimatiomega_tsniomega_tshlebaomega_tsdaomega_tsjedemoomega_ts.omega_ts"
"Pa ne glumite kurce i ne maltretirajte konobare, znam vas od kad su vam stavljali mastilo na stolicu a vi setali umazane pantalone.","Paomega_tsneomega_tsglumiteomega_tskurceomega_tsiomega_tsneomega_tsmaltretirajteomega_tskonobareomega_ts,omega_tsznamomega_tsvasomega_tsodomega_tskadomega_tssuomega_tsvamomega_tsstavljaliomega_tsmastiloomega_tsnaomega_tsstolicuomega_tsaomega_tsviomega_tssetaliomega_tsumazaneomega_tspantaloneomega_ts.omega_ts"
Retardi.,Retardiomega_ts.omega_ts
"Ja bez Nje nisam ni zdrav, a jos manje ziv.","Jaomega_tsbezomega_tsNjeomega_tsnisamomega_tsniomega_tszdravomega_ts,omega_tsaomega_tsjosomega_tsmanjeomega_tszivomega_ts.omega_ts"
"Ona je ono sto kuca u mojim grudima, tece mojim venama, jutrom me budi i nocu uspavljuje...","Onaomega_tsjeomega_tsonoomega_tsstoomega_tskucaomega_tsuomega_tsmojimomega_tsgrudimaomega_ts,omega_tsteceomega_tsmojimomega_tsvenamaomega_ts,omega_tsjutromomega_tsmeomega_tsbudiomega_tsiomega_tsnocuomega_tsuspavljujeomega_ts...omega_ts"
"O kakvoj slobodnoj zemlji govorite, ne može čovek ni da kotrlja mandarinu po gradu a da ne dođu ovi sa psihijatrije da me odvedu.","Oomega_tskakvojomega_tsslobodnojomega_tszemljiomega_tsgovoriteomega_ts,omega_tsneomega_tsmožeomega_tsčovekomega_tsniomega_tsdaomega_tskotrljaomega_tsmandarinuomega_tspoomega_tsgraduomega_tsaomega_tsdaomega_tsneomega_tsdođuomega_tsoviomega_tssaomega_tspsihijatrijeomega_tsdaomega_tsmeomega_tsodveduomega_ts.omega_ts"
"Oni, ljudi, godinama nisu imali razlog da se obraduju, da gledaju neku važnu utakmicu.","Oniomega_ts,omega_tsljudiomega_ts,omega_tsgodinamaomega_tsnisuomega_tsimaliomega_tsrazlogomega_tsdaomega_tsseomega_tsobradujuomega_ts,omega_tsdaomega_tsgledajuomega_tsnekuomega_tsvažnuomega_tsutakmicuomega_ts.omega_ts"
"Nije to lako, depresija.","Nijeomega_tstoomega_tslakoomega_ts,omega_tsdepresijaomega_ts.omega_ts"
"Sutra pre prijemnog, koliko0 ja vidim morace da mi nadrazuju koru velikog mozga da bih se setila svega sto0 sam naucila ili samo0 procitala.","Sutraomega_tspreomega_tsprijemnogomega_ts,omega_tskoliko0omega_tsjaomega_tsvidimomega_tsmoraceomega_tsdaomega_tsmiomega_tsnadrazujuomega_tskoruomega_tsvelikogomega_tsmozgaomega_tsdaomega_tsbihomega_tsseomega_tssetilaomega_tssvegaomega_tssto0omega_tssamomega_tsnaucilaomega_tsiliomega_tssamo0omega_tsprocitalaomega_ts.omega_ts"
Svi nešto tripuju da je kod nas divlji zapad.,Sviomega_tsneštoomega_tstripujuomega_tsdaomega_tsjeomega_tskodomega_tsnasomega_tsdivljiomega_tszapadomega_ts.omega_ts
Kod nas je divlji Balkan.,Kodomega_tsnasomega_tsjeomega_tsdivljiomega_tsBalkanomega_ts.omega_ts
"To je, po nekoj mojoj proceni, još gore.","Toomega_tsjeomega_ts,omega_tspoomega_tsnekojomega_tsmojojomega_tsproceniomega_ts,omega_tsjošomega_tsgoreomega_ts.omega_ts"
"Starke sam obozavao da nosim, ali moj malic ih bas nije gotivio.","Starkeomega_tssamomega_tsobozavaoomega_tsdaomega_tsnosimomega_ts,omega_tsaliomega_tsmojomega_tsmalicomega_tsihomega_tsbasomega_tsnijeomega_tsgotivioomega_ts.omega_ts"
"Uvek je pokusavao da pobegne iz njih, a neretko je to i uspevao.","Uvekomega_tsjeomega_tspokusavaoomega_tsdaomega_tspobegneomega_tsizomega_tsnjihomega_ts,omega_tsaomega_tsneretkoomega_tsjeomega_tstoomega_tsiomega_tsuspevaoomega_ts.omega_ts"
"Svaka kritika, konstruktivna i duhovita je dobra.","Svakaomega_tskritikaomega_ts,omega_tskonstruktivnaomega_tsiomega_tsduhovitaomega_tsjeomega_tsdobraomega_ts.omega_ts"
Kritikovani ne mora da se složi ali je mora prihvatiti na kulturan način.,Kritikovaniomega_tsneomega_tsmoraomega_tsdaomega_tsseomega_tssložiomega_tsaliomega_tsjeomega_tsmoraomega_tsprihvatitiomega_tsnaomega_tskulturanomega_tsnačinomega_ts.omega_ts
"Da je Rouz bila bar malo pametnija I ostala u čamcu, Džek bi se snašao I sve bi bilo ok I živeli bi srećno do kraja života.","Daomega_tsjeomega_tsRouzomega_tsbilaomega_tsbaromega_tsmaloomega_tspametnijaomega_tsIomega_tsostalaomega_tsuomega_tsčamcuomega_ts,omega_tsDžekomega_tsbiomega_tsseomega_tssnašaoomega_tsIomega_tssveomega_tsbiomega_tsbiloomega_tsokomega_tsIomega_tsživeliomega_tsbiomega_tssrećnoomega_tsdoomega_tskrajaomega_tsživotaomega_ts.omega_ts"
"Na kraju se udala bogato i sada ima dvoje dece, sve o cemu je lagala i maštala i stalan posao u republičkoj agenciji.","Naomega_tskrajuomega_tsseomega_tsudalaomega_tsbogatoomega_tsiomega_tssadaomega_tsimaomega_tsdvojeomega_tsdeceomega_ts,omega_tssveomega_tsoomega_tscemuomega_tsjeomega_tslagalaomega_tsiomega_tsmaštalaomega_tsiomega_tsstalanomega_tsposaoomega_tsuomega_tsrepubličkojomega_tsagencijiomega_ts.omega_ts"
"Kada neko ode iz tvoga života, to nije kraj tvoje priče.","Kadaomega_tsnekoomega_tsodeomega_tsizomega_tstvogaomega_tsživotaomega_ts,omega_tstoomega_tsnijeomega_tskrajomega_tstvojeomega_tspričeomega_ts.omega_ts"
To je kraj njegove uloge u tvojoj priči.,Toomega_tsjeomega_tskrajomega_tsnjegoveomega_tsulogeomega_tsuomega_tstvojojomega_tspričiomega_ts.omega_ts
Često razmišljam o tome gde su i šta rade moji vršnjaci iz porodilišta koji su spavali do mene tamo i da li ću ih nekad u životu sresti.,Čestoomega_tsrazmišljamomega_tsoomega_tstomeomega_tsgdeomega_tssuomega_tsiomega_tsštaomega_tsradeomega_tsmojiomega_tsvršnjaciomega_tsizomega_tsporodilištaomega_tskojiomega_tssuomega_tsspavaliomega_tsdoomega_tsmeneomega_tstamoomega_tsiomega_tsdaomega_tsliomega_tsćuomega_tsihomega_tsnekadomega_tsuomega_tsživotuomega_tssrestiomega_ts.omega_ts
"To sto postujem i verujem u politiku #SNS-a je samo moja stvar i moj problem, a vi otpracujte, radite sta hocete, ne zanima me.","Toomega_tsstoomega_tspostujemomega_tsiomega_tsverujemomega_tsuomega_tspolitikuomega_ts#SNS-aomega_tsjeomega_tssamoomega_tsmojaomega_tsstvaromega_tsiomega_tsmojomega_tsproblemomega_ts,omega_tsaomega_tsviomega_tsotpracujteomega_ts,omega_tsraditeomega_tsstaomega_tshoceteomega_ts,omega_tsneomega_tszanimaomega_tsmeomega_ts.omega_ts"
"Ja ću biti prvi čovek koji je umro od plina, a nije se ugušio ili upalio sa istim, nego računi, ako me razumeš..","Jaomega_tsćuomega_tsbitiomega_tsprviomega_tsčovekomega_tskojiomega_tsjeomega_tsumroomega_tsodomega_tsplinaomega_ts,omega_tsaomega_tsnijeomega_tsseomega_tsugušioomega_tsiliomega_tsupalioomega_tssaomega_tsistimomega_ts,omega_tsnegoomega_tsračuniomega_ts,omega_tsakoomega_tsmeomega_tsrazumešomega_ts..omega_ts"
Želim da verujem u to da pogrešni ljudi i pogrešne veze služe da nas nauče da zaslužujemo bolje.,Želimomega_tsdaomega_tsverujemomega_tsuomega_tstoomega_tsdaomega_tspogrešniomega_tsljudiomega_tsiomega_tspogrešneomega_tsvezeomega_tsslužeomega_tsdaomega_tsnasomega_tsnaučeomega_tsdaomega_tszaslužujemoomega_tsboljeomega_ts.omega_ts
Srbija ne moža da napreduje jer stranke su u stalnom ratu.,Srbijaomega_tsneomega_tsmožaomega_tsdaomega_tsnapredujeomega_tsjeromega_tsstrankeomega_tssuomega_tsuomega_tsstalnomomega_tsratuomega_ts.omega_ts
"Kao i svaki rat on zahteva znatna sredstva, a to plaćaju građani...","Kaoomega_tsiomega_tssvakiomega_tsratomega_tsonomega_tszahtevaomega_tsznatnaomega_tssredstvaomega_ts,omega_tsaomega_tstoomega_tsplaćajuomega_tsgrađaniomega_ts...omega_ts"
Uvek planiramo sta cemo da uradimo ako dodjemo u neku situaciju.,Uvekomega_tsplaniramoomega_tsstaomega_tscemoomega_tsdaomega_tsuradimoomega_tsakoomega_tsdodjemoomega_tsuomega_tsnekuomega_tssituacijuomega_ts.omega_ts
"I na kraju kada dodjemo, retko kad uradimo ono sto smo planirali..","Iomega_tsnaomega_tskrajuomega_tskadaomega_tsdodjemoomega_ts,omega_tsretkoomega_tskadomega_tsuradimoomega_tsonoomega_tsstoomega_tssmoomega_tsplaniraliomega_ts..omega_ts"
Kažu da se pametan čovek ne bavi politikom.,Kažuomega_tsdaomega_tsseomega_tspametanomega_tsčovekomega_tsneomega_tsbaviomega_tspolitikomomega_ts.omega_ts
#Ciceron ili je ovo pogresno?,#Ciceronomega_tsiliomega_tsjeomega_tsovoomega_tspogresnoomega_ts?omega_ts
Mozda je vreme za menjanje kalupa.,Mozdaomega_tsjeomega_tsvremeomega_tszaomega_tsmenjanjeomega_tskalupaomega_ts.omega_ts
Ništa lepše nego kad zauzdaš svoj mrak.,Ništaomega_tslepšeomega_tsnegoomega_tskadomega_tszauzdašomega_tssvojomega_tsmrakomega_ts.omega_ts
Onda je kao prelepi crni arapski konj.,Ondaomega_tsjeomega_tskaoomega_tsprelepiomega_tscrniomega_tsarapskiomega_tskonjomega_ts.omega_ts
Nosi te gde želiš.,Nosiomega_tsteomega_tsgdeomega_tsželišomega_ts.omega_ts
Divlja vožnja.,Divljaomega_tsvožnjaomega_ts.omega_ts
Ali vredi.,Aliomega_tsvrediomega_ts.omega_ts
"Kod mene sve stoji na svom mestu, baš kako treba.","Kodomega_tsmeneomega_tssveomega_tsstojiomega_tsnaomega_tssvomomega_tsmestuomega_ts,omega_tsbašomega_tskakoomega_tstrebaomega_ts.omega_ts"
